Redshift Table,Databricks Table
segment_algolia_dashboard_frontend.select_result_in_multiselect_mode,redshift.segment_algolia_dashboard_frontend.select_result_in_multiselect_mode
segment_algolia_dashboard_frontend.selected_add_filter_type_in_ui_demo,redshift.segment_algolia_dashboard_frontend.selected_add_filter_type_in_ui_demo
segment_algolia_dashboard_frontend.selected_analytics_tag,redshift.segment_algolia_dashboard_frontend.selected_analytics_tag
segment_algolia_dashboard_frontend.selected_autonomous_onboarding,redshift.segment_algolia_dashboard_frontend.selected_autonomous_onboarding
segment_algolia_dashboard_frontend.selected_guided_onboarding,redshift.segment_algolia_dashboard_frontend.selected_guided_onboarding
segment_algolia_dashboard_frontend.selected_integration_type,redshift.segment_algolia_dashboard_frontend.selected_integration_type
segment_algolia_dashboard_frontend.selected_sample_dataset,redshift.segment_algolia_dashboard_frontend.selected_sample_dataset
segment_algolia_dashboard_frontend.selected_ui_tech_stack,redshift.segment_algolia_dashboard_frontend.selected_ui_tech_stack
segment_algolia_dashboard_frontend.show_facets_preview,redshift.segment_algolia_dashboard_frontend.show_facets_preview
segment_algolia_dashboard_frontend.show_meta_search_feedback_form,redshift.segment_algolia_dashboard_frontend.show_meta_search_feedback_form
segment_algolia_dashboard_frontend.skipped_tech_stack_information_step,redshift.segment_algolia_dashboard_frontend.skipped_tech_stack_information_step
segment_algolia_dashboard_frontend.start_reranking_ab_test,redshift.segment_algolia_dashboard_frontend.start_reranking_ab_test
segment_algolia_dashboard_frontend.started_uploading_records_from_file,redshift.segment_algolia_dashboard_frontend.started_uploading_records_from_file
segment_algolia_dashboard_frontend.stopped_ab_test,redshift.segment_algolia_dashboard_frontend.stopped_ab_test
segment_algolia_dashboard_frontend.submit_free_trial_request,redshift.segment_algolia_dashboard_frontend.submit_free_trial_request
segment_algolia_dashboard_frontend.submitted_add_filters,redshift.segment_algolia_dashboard_frontend.submitted_add_filters
segment_algolia_dashboard_frontend.submitted_hide_new_result,redshift.segment_algolia_dashboard_frontend.submitted_hide_new_result
segment_algolia_dashboard_frontend.submitted_insert_new_result,redshift.segment_algolia_dashboard_frontend.submitted_insert_new_result
segment_algolia_dashboard_frontend.submitted_optional_filters,redshift.segment_algolia_dashboard_frontend.submitted_optional_filters
segment_algolia_dashboard_frontend.switched_application,redshift.segment_algolia_dashboard_frontend.switched_application
segment_algolia_dashboard_frontend.switched_index,redshift.segment_algolia_dashboard_frontend.switched_index
segment_algolia_dashboard_frontend.switched_index_selection_mode,redshift.segment_algolia_dashboard_frontend.switched_index_selection_mode
segment_algolia_dashboard_frontend.switched_synonym_type,redshift.segment_algolia_dashboard_frontend.switched_synonym_type
segment_algolia_dashboard_frontend.switched_view,redshift.segment_algolia_dashboard_frontend.switched_view
segment_algolia_dashboard_frontend.technical_user_viewed_checklist_with_instant_search_documentation_link,redshift.segment_algolia_dashboard_frontend.technical_user_viewed_checklist_with_instant_search_documentation_link
segment_algolia_dashboard_frontend.technical_user_viewed_checklist_with_interactive_tutorial_link,redshift.segment_algolia_dashboard_frontend.technical_user_viewed_checklist_with_interactive_tutorial_link
segment_algolia_dashboard_frontend.toggled_forward_to_indices,redshift.segment_algolia_dashboard_frontend.toggled_forward_to_indices
segment_algolia_dashboard_frontend.toggled_rule,redshift.segment_algolia_dashboard_frontend.toggled_rule
segment_algolia_dashboard_frontend.toggled_search_mode,redshift.segment_algolia_dashboard_frontend.toggled_search_mode
segment_algolia_dashboard_frontend.toggled_show_rules,redshift.segment_algolia_dashboard_frontend.toggled_show_rules
segment_algolia_dashboard_frontend.tracks,redshift.segment_algolia_dashboard_frontend.tracks
segment_algolia_dashboard_frontend.ui_demo_button_click,redshift.segment_algolia_dashboard_frontend.ui_demo_button_click
segment_algolia_dashboard_frontend.updated_custom_segmentation,redshift.segment_algolia_dashboard_frontend.updated_custom_segmentation
segment_algolia_dashboard_frontend.updated_query_suggestions_analytics_tags,redshift.segment_algolia_dashboard_frontend.updated_query_suggestions_analytics_tags
segment_algolia_dashboard_frontend.upload_declensions_fail,redshift.segment_algolia_dashboard_frontend.upload_declensions_fail
segment_algolia_dashboard_frontend.upload_stop_word_fail,redshift.segment_algolia_dashboard_frontend.upload_stop_word_fail
segment_algolia_dashboard_frontend.uploaded_a_record,redshift.segment_algolia_dashboard_frontend.uploaded_a_record
segment_algolia_dashboard_frontend.uploaded_records,redshift.segment_algolia_dashboard_frontend.uploaded_records
segment_algolia_dashboard_frontend.uploaded_records_from_file,redshift.segment_algolia_dashboard_frontend.uploaded_records_from_file
segment_algolia_dashboard_frontend.uploaded_records_manually,redshift.segment_algolia_dashboard_frontend.uploaded_records_manually
segment_algolia_dashboard_frontend.used_re_ranking_simulator,redshift.segment_algolia_dashboard_frontend.used_re_ranking_simulator
segment_algolia_dashboard_frontend.view_app_metrics,redshift.segment_algolia_dashboard_frontend.view_app_metrics
segment_algolia_dashboard_frontend.view_index_metrics,redshift.segment_algolia_dashboard_frontend.view_index_metrics
segment_algolia_dashboard_frontend.viewed_app_metrics,redshift.segment_algolia_dashboard_frontend.viewed_app_metrics
segment_algolia_dashboard_frontend.viewed_checklist_with_business_user_video,redshift.segment_algolia_dashboard_frontend.viewed_checklist_with_business_user_video
segment_algolia_dashboard_frontend.viewed_free_allowance_banner,redshift.segment_algolia_dashboard_frontend.viewed_free_allowance_banner
segment_algolia_dashboard_frontend.viewed_ftp_billing_modal,redshift.segment_algolia_dashboard_frontend.viewed_ftp_billing_modal
segment_algolia_dashboard_frontend.viewed_index_metrics,redshift.segment_algolia_dashboard_frontend.viewed_index_metrics
segment_algolia_dashboard_frontend.viewed_insights_api_hub,redshift.segment_algolia_dashboard_frontend.viewed_insights_api_hub
segment_algolia_dashboard_frontend.viewed_onboarding_checklist,redshift.segment_algolia_dashboard_frontend.viewed_onboarding_checklist
segment_algolia_dashboard_frontend.viewed_recommend_insights_error,redshift.segment_algolia_dashboard_frontend.viewed_recommend_insights_error
segment_algolia_dashboard_frontend.viewed_records_file_upload_modal,redshift.segment_algolia_dashboard_frontend.viewed_records_file_upload_modal
segment_algolia_dashboard_frontend.viewed_records_manual_upload_modal,redshift.segment_algolia_dashboard_frontend.viewed_records_manual_upload_modal
segment_algolia_dashboard_frontend.viewed_strategy_metrics,redshift.segment_algolia_dashboard_frontend.viewed_strategy_metrics
segment_algolia_dashboard_frontend.visited_docs_on_api_record_upload,redshift.segment_algolia_dashboard_frontend.visited_docs_on_api_record_upload
segment_algolia_documentation.clicked_a_b_testing,redshift.segment_algolia_documentation.clicked_a_b_testing
segment_algolia_documentation.clicked_academy_overview_shortcut,redshift.segment_algolia_documentation.clicked_academy_overview_shortcut
segment_algolia_documentation.clicked_accepted_synonyms,redshift.segment_algolia_documentation.clicked_accepted_synonyms
segment_algolia_documentation.clicked_account_settings,redshift.segment_algolia_documentation.clicked_account_settings
segment_algolia_documentation.clicked_add_synonyms,redshift.segment_algolia_documentation.clicked_add_synonyms
segment_algolia_documentation.clicked_ai_optimization,redshift.segment_algolia_documentation.clicked_ai_optimization
segment_algolia_documentation.clicked_an_in_depth_content_item,redshift.segment_algolia_documentation.clicked_an_in_depth_content_item
segment_algolia_documentation.clicked_analytics,redshift.segment_algolia_documentation.clicked_analytics
segment_algolia_documentation.clicked_back,redshift.segment_algolia_documentation.clicked_back
segment_algolia_documentation.clicked_back_button,redshift.segment_algolia_documentation.clicked_back_button
segment_algolia_documentation.clicked_change_subscription_type_tabs,redshift.segment_algolia_documentation.clicked_change_subscription_type_tabs
segment_algolia_documentation.clicked_create_index,redshift.segment_algolia_documentation.clicked_create_index
segment_algolia_documentation.clicked_declined_synonyms,redshift.segment_algolia_documentation.clicked_declined_synonyms
segment_algolia_documentation.clicked_delete_account,redshift.segment_algolia_documentation.clicked_delete_account
segment_algolia_documentation.clicked_dictionaries,redshift.segment_algolia_documentation.clicked_dictionaries
segment_algolia_documentation.clicked_edit_in_atwood_link,redshift.segment_algolia_documentation.clicked_edit_in_atwood_link
segment_algolia_documentation.clicked_edit_link,redshift.segment_algolia_documentation.clicked_edit_link
segment_algolia_documentation.clicked_edit_preview_attributes,redshift.segment_algolia_documentation.clicked_edit_preview_attributes
segment_algolia_documentation.clicked_indices,redshift.segment_algolia_documentation.clicked_indices
segment_algolia_documentation.clicked_integrations,redshift.segment_algolia_documentation.clicked_integrations
segment_algolia_documentation.clicked_key_links,redshift.segment_algolia_documentation.clicked_key_links
segment_algolia_documentation.clicked_log_out,redshift.segment_algolia_documentation.clicked_log_out
segment_algolia_documentation.clicked_login,redshift.segment_algolia_documentation.clicked_login
segment_algolia_documentation.clicked_need_help,redshift.segment_algolia_documentation.clicked_need_help
segment_algolia_documentation.clicked_next,redshift.segment_algolia_documentation.clicked_next
segment_algolia_documentation.clicked_next_step,redshift.segment_algolia_documentation.clicked_next_step
segment_algolia_documentation.clicked_on_search,redshift.segment_algolia_documentation.clicked_on_search
segment_algolia_documentation.clicked_open_editor,redshift.segment_algolia_documentation.clicked_open_editor
segment_algolia_documentation.clicked_popular_projects,redshift.segment_algolia_documentation.clicked_popular_projects
segment_algolia_documentation.clicked_promote_ai_optimization,redshift.segment_algolia_documentation.clicked_promote_ai_optimization
segment_algolia_documentation.clicked_promote_ai_re_ranking,redshift.segment_algolia_documentation.clicked_promote_ai_re_ranking
segment_algolia_documentation.clicked_promote_personalization,redshift.segment_algolia_documentation.clicked_promote_personalization
segment_algolia_documentation.clicked_promote_rules,redshift.segment_algolia_documentation.clicked_promote_rules
segment_algolia_documentation.clicked_pwa_ui_template,redshift.segment_algolia_documentation.clicked_pwa_ui_template
segment_algolia_documentation.clicked_query_suggestions,redshift.segment_algolia_documentation.clicked_query_suggestions
segment_algolia_documentation.clicked_refresh_index,redshift.segment_algolia_documentation.clicked_refresh_index
segment_algolia_documentation.clicked_report_link,redshift.segment_algolia_documentation.clicked_report_link
segment_algolia_documentation.clicked_request_demo,redshift.segment_algolia_documentation.clicked_request_demo
segment_algolia_documentation.clicked_review_and_save_settings,redshift.segment_algolia_documentation.clicked_review_and_save_settings
segment_algolia_documentation.clicked_run_the_code,redshift.segment_algolia_documentation.clicked_run_the_code
segment_algolia_documentation.clicked_sample_dataset_dropdown,redshift.segment_algolia_documentation.clicked_sample_dataset_dropdown
segment_algolia_documentation.clicked_save_query_suggestions_settings,redshift.segment_algolia_documentation.clicked_save_query_suggestions_settings
segment_algolia_documentation.clicked_save_synonym,redshift.segment_algolia_documentation.clicked_save_synonym
segment_algolia_documentation.clicked_search_root_sidebar_link,redshift.segment_algolia_documentation.clicked_search_root_sidebar_link
segment_algolia_documentation.clicked_show_query_alternatives,redshift.segment_algolia_documentation.clicked_show_query_alternatives
segment_algolia_documentation.clicked_sign_in,redshift.segment_algolia_documentation.clicked_sign_in
segment_algolia_documentation.clicked_sign_up,redshift.segment_algolia_documentation.clicked_sign_up
segment_algolia_documentation.clicked_sign_up_git_hub,redshift.segment_algolia_documentation.clicked_sign_up_git_hub
segment_algolia_documentation.clicked_sign_up_google,redshift.segment_algolia_documentation.clicked_sign_up_google
segment_algolia_documentation.clicked_sso,redshift.segment_algolia_documentation.clicked_sso
segment_algolia_documentation.clicked_try_interactive_tutorial,redshift.segment_algolia_documentation.clicked_try_interactive_tutorial
segment_algolia_documentation.clicked_update_plan,redshift.segment_algolia_documentation.clicked_update_plan
segment_algolia_documentation.clicked_upgrade_from_billing_overview_page,redshift.segment_algolia_documentation.clicked_upgrade_from_billing_overview_page
